RENANOZAWA	205773884	81	4	1403527163	野泽玲奈
TUJILABABEE	1101870670	192	2	1440849951	吴叶佳
adding93	1175577726	28	0	1406349389	陈佳莹
akira1995	366324022	68	2	1464889240	赵粤
angelhong	2297900	1603	125	1464954208	洪诗
aoi_sola	2080763	861	25	1464922898	苍井空
aptx4869soul	1068147352	13	0	1464930236	李清扬
areasayaka	637192875	287	37	1464958899	秋元才加
atsuko_potts	490060609	158	1	1395815328	前田敦子
candysiya0103	455477132	2043	189	1464951489	糖果
cathy_xiner	1351862261	14	0	1422078563	康欣
cathyshyu	305428583	1494	85	1464951480	鸭子
chensi914	378961372	11	0	1401929236	陈思
chiyu3u	1483508898	970	38	1464587394	河西智美
cloud_yuki	1334042443	79	1	1448891918	董艳芸
cream528	1011767999	59	1	1445324820	杨海赆
diamooonddd	848636201	484	3	1464888372	戴萌
eliwa925	291931869	468	27	1464887284	许杨玉琢
erenaono	308588330	69	0	1390452340	小野惠令奈
hellokiki77	1036136060	409	16	1464451808	许佳琪
hirari_official	1559209939	541	77	1464950559	平田梨奈
iriswubakery	570912311	157	13	1435769730	吴燕文
jiayingbao	1244588247	60	2	1431571717	陈佳莹
kamexuuuh_	1062826190	112	8	1464853140	徐晗
kikuchanj	290066761	342	13	1464857897	鞠婧祎
kimberleyyxi	184850496	683	21	1464954456	张昕
kotetehtt	1264475090	93	5	1463510975	黄婷婷
kxxlisalisa	675942831	340	7	1464955257	陆婷
linellae	501352125	105	3	1462467731	黄莺
linyubb	277596626	188	0	1464961109	曾琳瑜
lixuandoit	685059512	93	0	1464605392	李璇
luckybabec	1148856723	23	0	1434944707	梁慧雯
lucy_96520	1412807278	365	8	1464879900	王璐
maimai911	599895332	797	29	1464965775	大岛麻衣
matsu0526	537936450	365	12	1464873616	篠田麻里子经纪人
mayumi_mmm	1245688006	1	1	1399872615	内田眞由美
mii373	4335247	176	0	1322442706	峯岸みなみ
miyouzzz	1060780488	92	0	1458203325	弥优MIO
nyanchan22	527514115	1927	111	1464959666	小嶋阳菜
renamatui27	672390159	1402	93	1464825785	松井玲奈
savokiiiii	348272420	75	0	1464965426	赵嘉敏
sissy041xiaosi	1292915476	81	1	1448303806	林思意
snh48cn	525897785	47	0	1462676844	SNH48
ssii_lll	485402298	99	0	1464966383	林楠
suyanmemeda	227818255	8	0	1416992853	周淑妍
takahashiminami	4908012	111	0	1315923615	高桥みなみ
three_ss33	1291657013	7	0	1413324678	孙芮
tututm	932059015	45	0	1464316963	汤敏
unaka_	1149425237	556	12	1464859930	刘佩鑫
ushijima1129	104812346	812	0	0
vammni	2952387406	14	0	1460047514	孙倩雯
wannanana27	1265834758	181	14	1464937027	万丽娜
whitehairpin	1337989022	943	1	1464967721	李艺彤
yamahannahda	1061224566	101	0	1412655196	何轶琛
yannis_cwy	1240759835	182	16	1464624463	陈问言
yuqi_mao	1321966551	68	4	1464346440	李宇琪
yuuristagram12	2213380384	211	5	1464680060	太田夢莉
zhangyugedeshengrishi0511	1092083039	50	0	1464954941	张语格
