2430rurina_G	2958066104	2280	216	879648251317702657	西澤瑠莉奈
30_mio_0517	857495973446078464	88	4	879692055810789378	朝長美桜
345__chan	2346809580	1968	39	879682305962287104	指原莉乃
39saku_chan	768405521757974532	265	9	879276884856418304	宮脇咲良
48gjp	2459345382	1779	0	879699867509051392	握手会友の会
730myao	169382946	864	8	879146409051643904	宮崎美穂
912_komiharu	782103036613136384	211	4	879384610852921344	込山榛香
AKB48Mobile	251570503	1034	0	878938496718614528	AKB48 Mobile
AKB48Shihainin	455216497	2855	439	879705873580310528	湯浅洋
AKB48_LODstaff	4486958526	2605	0	879701454386155520	AKB48撮影
AKB48groupshop	3064712598	1719	1	879629994594508800	AKB48 Group Shop
Emika_Kamieda	2857230752	3021	45	879499367241011200	上枝恵美加
HKT48Mobile	2328221845	266	0	869752814293192704	HKT48 Mobile
ICECREAMFUKO	3037251684	4049	107	879677537655193605	矢倉楓子
IckwMnm0826	803486494967009280	314	7	879683864527908866	市川愛美
JURINA38G	706826757500866560	1516	65	879526946085810177	松井珠理奈
Nakano_Reina1M	3222149263	2597	132	879634184964235264	中野麗来
RChikanoJKT48	2227957579	1287	21	879008736760680449	近野莉菜
RENAN0ZAWA	432689276	1161	51	874411087701057538	野澤玲奈
Rie_Kitahara3	2265524971	1978	14	879323074272690176	北原里英
Rinacchi_NMB48	3221439750	4718	189	879727550951440384	久代梨奈
SKE48CAFESHOP	905391800	377	0	873370807824666624	SKE48 Cafe Shop
STU48_official_	817198766222548993	133	0	877150883460423680	STU48
SayakaNeon	2847742519	1668	35	879706098856452096	山本彩
Yui_yoko1208	2292265376	1945	12	879647455578423296	横山由依
Yukiriiiin__K	2596484922	2130	31	879334214109245441	柏木由紀
_Airi_Tanigawa	2857486933	3321	114	879689165662699521	谷川愛梨
_Nagisa_Shibuya	2866161829	4133	224	879700353368838144	渋谷凪咲
_yoshida_akari	2857743998	3664	85	879682565258530816	吉田朱里
akane29_o8o	3222118555	2750	76	879333507616579584	高柳明音
akari_0711	3221478277	1128	34	879701992620171265	石塚朱莉
akb48cafe	377381265	3656	0	879530999482269696	秋葉原Cafe Shop
akb48cafehkt	530897485	1535	0	819372563025432579	HKT48 Cafe Shop
akb48cafenmb	530970967	1695	0	847633956992188417	NMB48 Cafe Shop
ayatyeen_luv	2858115487	3125	68	869387297568968704	森田彩花
alto_nao	4684332494	746	39	879651977306619904	古畑奈和
ami_15chans	803489222338351104	50	0	879313040524451842	湯本亜美
araiyuki57	810400454085591040	213	0	878994741458681857	荒井優希
ayaka1o11	2856936326	5473	90	879700928550522880	沖田彩華
ayaka_o1106	857110105707479041	35	2	879650100653379586	岡田彩花
ayana18_48	727095887269261312	568	17	879355447118970880	篠崎彩奈
chan__31	2965563601	1587	15	879654742393212928	峯岸みなみ
chiyori_n512	3533267894	892	37	879693532025335812	中西智代梨
daisuki_wan	4312487953	650	55	879669778058694656	犬塚あさな
dasuwaikaa	4265600599	2007	28	879106217766821890	須田亜香里
enoki_zzz0112	2859713599	3249	113	879718470216105990	日下このみ
erikonnitiwa11	3801117253	2917	132	879678725582761984	城恵理子
fujitanana_1228	2999387851	1732	12	879646495145811969	藤田奈那
gentosha_asuka	811864986536452096	32	2	878496755590897666	齋藤飛鳥《潮騒》
haruka_kdm919	747611144756465664	221	7	873146192556826626	兒玉遥
harutamchan	3744898693	549	28	879541497095311360	二村春香
hkt48_official_	800520921387700224	2431	24	877842752582467586	HKT48
iamyuzuki_k2	711886277428191232	684	18	879663079604092928	日高優月
ichino_narumi	818630422980501504	308	21	879111396587208704	市野成美
ijirianna0120	2999583434	4182	23	879656043520835584	井尻晏菜
iriyamaanna1203	2870730055	1117	13	878062202309062656	入山杏奈
isokana89	2868636553	2790	108	879718102673391616	磯佳奈江
izuketsu_deen	836051526871212032	258	1	879708402607312896	伊豆田莉奈
jmd12tpj85	3221393186	355	32	645918260936835072	城恵理子
juri_t_official	722264263734079489	607	18	879330521183997953	高橋朱里
kaotan_0117	4267877533	1098	60	879709678082576385	松村香織
karaage_mayu	3063044467	740	47	879365397459357696	渡辺麻友
katorena_710	3321954835	1476	35	879353119787802629	加藤玲奈
kayoyon213	733118330958020608	1304	22	879690504325156864	田北香世子
kchi_hi1217	3221863170	2713	114	879696638427619328	川上千尋
kumachan9810	711893896997904384	518	14	879617868484100096	熊崎晴香
kyunmao_m99	2856863114	3200	28	879645748958081026	三田麻央
